, wind, old_coal_sub_st, old_ng_cc, old_ng_gt, new_coal_st, new_ng_cc, new_ng_gt_aero, new_nuke_st
wk02.h112,        2.18,        1.72,        0.15,        0.00,        0.00,        1.07,        0.00,        0.00
wk02.h113,        2.20,        1.72,        0.15,        0.00,        0.00,        1.10,        0.00,        0.00
wk02.h114,        2.28,        1.72,        0.29,        0.00,        0.00,        0.87,        0.00,        0.00
wk02.h115,        2.58,        1.72,        0.29,        0.00,        0.00,        0.49,        0.00,        0.00
wk02.h116,        2.85,        1.72,        0.29,        0.00,        0.00,        0.13,        0.00,        0.00
wk02.h117,        2.65,        1.72,        0.44,        0.00,        0.00,        0.40,        0.00,        0.00
wk02.h118,        2.79,        1.72,        0.29,        0.00,        0.00,        0.39,        0.00,        0.00
wk02.h119,        2.63,        1.72,        0.54,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h120,        2.89,        1.54,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h121,        3.00,        1.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h122,        2.88,        0.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h123,        2.57,        1.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h124,        2.00,        1.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h125,        1.57,        1.72,        0.21,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h126,        1.65,        1.72,        0.23,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h127,        1.87,        1.72,        0.15,        0.00,        0.00,        0.26,        0.00,        0.00
wk02.h128,        1.94,        1.72,        0.15,        0.00,        0.00,        0.80,        0.00,        0.00
wk02.h129,        1.97,        1.72,        0.15,        0.00,        0.00,        0.72,        0.00,        0.00
wk02.h130,        1.81,        1.72,        0.30,        0.00,        0.00,        0.80,        0.00,        0.00
wk02.h131,        1.58,        1.72,        0.22,        0.00,        0.00,        1.20,        0.00,        0.00
wk02.h132,        2.02,        1.72,        0.00,        0.00,        0.00,        1.08,        0.00,        0.00
wk02.h133,        2.35,        1.72,        0.00,        0.00,        0.00,        0.80,        0.00,        0.00
wk02.h134,        2.70,        1.72,        0.00,        0.00,        0.00,        0.50,        0.00,        0.00
wk02.h135,        2.76,        1.72,        0.00,        0.00,        0.00,        0.48,        0.00,        0.00
wk02.h136,        2.76,        1.72,        0.00,        0.00,        0.00,        0.50,        0.00,        0.00
wk02.h137,        2.52,        1.72,        0.00,        0.00,        0.00,        0.74,        0.00,        0.00
wk02.h138,        2.42,        1.72,        0.15,        0.00,        0.00,        0.65,        0.00,        0.00
wk02.h139,        2.07,        1.72,        0.15,        0.00,        0.00,        0.96,        0.00,        0.00
wk02.h140,        1.99,        1.72,        0.15,        0.00,        0.00,        0.96,        0.00,        0.00
wk02.h141,        1.79,        1.72,        0.37,        0.00,        0.00,        1.20,        0.00,        0.00
wk02.h142,        1.79,        1.72,        0.34,        0.00,        0.00,        1.20,        0.00,        0.00
wk02.h143,        2.05,        1.72,        0.24,        0.00,        0.00,        0.80,        0.00,        0.00
wk02.h144,        2.58,        1.62,        0.00,        0.00,        0.00,        0.19,        0.00,        0.00
wk02.h145,        2.91,        1.10,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h146,        2.79,        0.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h147,        2.71,        0.92,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h148,        2.56,        0.98,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h149,        2.67,        0.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h150,        2.78,        0.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h151,        2.90,        1.10,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h152,        2.86,        1.61,        0.15,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h153,        2.66,        1.72,        0.27,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h154,        2.31,        1.72,        0.66,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h155,        2.16,        1.72,        0.52,        0.00,        0.00,        0.40,        0.00,        0.00
wk02.h156,        2.24,        1.72,        0.54,        0.00,        0.00,        0.40,        0.00,        0.00
wk02.h157,        2.47,        1.72,        0.36,        0.00,        0.00,        0.40,        0.00,        0.00
wk02.h158,        2.77,        1.72,        0.15,        0.00,        0.00,        0.36,        0.00,        0.00
wk02.h159,        2.57,        1.72,        0.33,        0.00,        0.00,        0.40,        0.00,        0.00
wk02.h160,        2.43,        1.72,        0.43,        0.00,        0.00,        0.40,        0.00,        0.00
wk02.h161,        2.92,        1.72,        0.00,        0.00,        0.00,        0.38,        0.00,        0.00
wk02.h162,        3.15,        1.71,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk02.h163,        3.23,        1.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h164,        3.28,        1.53,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h165,        3.27,        1.68,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h166,        3.20,        1.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h167,        3.30,        1.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk02.h168,        3.18,        1.20,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h001,        2.21,        1.34,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk03.h002,        2.15,        1.26,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk03.h003,        1.81,        1.48,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk03.h004,        1.47,        1.72,        0.00,        0.00,        0.00,        0.44,        0.00,        0.00
wk03.h005,        1.39,        1.72,        0.00,        0.00,        0.00,        0.50,        0.00,        0.00
wk03.h006,        1.10,        1.72,        0.00,        0.00,        0.00,        0.86,        0.00,        0.00
wk03.h007,        1.33,        1.72,        0.00,        0.00,        0.00,        0.76,        0.00,        0.00
wk03.h008,        1.47,        1.72,        0.00,        0.00,        0.00,        0.88,        0.00,        0.00
wk03.h009,        1.02,        1.72,        0.35,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h010,        0.93,        1.72,        0.79,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h011,        0.83,        1.72,        1.16,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h012,        0.68,        1.72,        1.44,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h013,        0.50,        1.72,        1.64,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h014,        0.34,        1.72,        1.76,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h015,        0.16,        1.72,        1.87,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h016,        0.13,        1.72,        1.87,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h017,        0.16,        1.72,        1.87,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h018,        0.11,        1.72,        1.95,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h019,        0.11,        1.72,        2.05,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h020,        0.03,        1.72,        2.20,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h021,        0.00,        1.72,        2.44,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h022,        0.00,        1.72,        2.48,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h023,        0.00,        1.72,        2.29,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h024,        0.00,        1.72,        2.08,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h025,        0.00,        1.72,        1.79,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h026,        0.00,        1.72,        1.61,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h027,        0.00,        1.72,        1.50,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h028,        0.00,        1.72,        1.45,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h029,        0.00,        1.72,        1.42,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h030,        0.00,        1.72,        1.48,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h031,        0.00,        1.72,        1.57,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h032,        0.00,        1.72,        1.80,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h033,        0.00,        1.72,        1.94,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h034,        0.00,        1.72,        2.07,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h035,        0.00,        1.72,        2.04,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h036,        0.08,        1.72,        1.83,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h037,        0.17,        1.72,        1.59,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h038,        0.29,        1.72,        1.31,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h039,        0.45,        1.72,        0.99,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h040,        0.44,        1.72,        0.84,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h041,        0.54,        1.72,        0.63,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h042,        0.57,        1.72,        0.58,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h043,        0.63,        1.72,        0.59,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h044,        0.66,        1.72,        0.73,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h045,        0.73,        1.72,        0.98,        0.00,        0.00,        1.20,        0.06,        0.00
wk03.h046,        0.91,        1.72,        0.94,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h047,        1.02,        1.72,        0.65,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h048,        1.06,        1.72,        0.33,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h049,        1.19,        1.72,        0.00,        0.00,        0.00,        1.08,        0.00,        0.00
wk03.h050,        1.06,        1.72,        0.00,        0.00,        0.00,        1.08,        0.00,        0.00
wk03.h051,        1.11,        1.72,        0.00,        0.00,        0.00,        0.96,        0.00,        0.00
wk03.h052,        0.95,        1.72,        0.00,        0.00,        0.00,        1.11,        0.00,        0.00
wk03.h053,        0.74,        1.72,        0.17,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h054,        0.83,        1.72,        0.25,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h055,        1.01,        1.72,        0.53,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h056,        0.77,        1.72,        1.32,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h057,        0.58,        1.72,        1.49,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h058,        0.66,        1.72,        1.45,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h059,        0.43,        1.72,        1.68,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h060,        0.54,        1.72,        1.51,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h061,        0.47,        1.72,        1.48,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h062,        0.53,        1.72,        1.36,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h063,        0.31,        1.72,        1.46,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h064,        0.30,        1.72,        1.39,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h065,        0.41,        1.72,        1.26,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h066,        0.39,        1.72,        1.28,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h067,        0.51,        1.72,        1.21,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h068,        1.02,        1.72,        1.16,        0.00,        0.00,        0.80,        0.00,        0.00
wk03.h069,        1.42,        1.72,        0.97,        0.00,        0.00,        0.80,        0.00,        0.00
wk03.h070,        2.21,        1.72,        0.19,        0.00,        0.00,        0.80,        0.00,        0.00
wk03.h071,        2.55,        1.72,        0.15,        0.00,        0.00,        0.17,        0.00,        0.00
wk03.h072,        2.59,        1.31,        0.15,        0.00,        0.00,        0.12,        0.00,        0.00
wk03.h073,        1.05,        1.72,        0.49,        0.00,        0.00,        0.40,        0.16,        0.00
wk03.h074,        1.44,        1.72,        0.15,        0.00,        0.00,        0.33,        0.00,        0.00
wk03.h075,        1.74,        1.68,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk03.h076,        2.32,        1.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h077,        2.63,        0.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h078,        2.58,        1.11,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h079,        2.52,        1.63,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h080,        2.36,        1.72,        0.25,        0.00,        0.00,        0.40,        0.00,        0.00
wk03.h081,        2.39,        1.72,        0.15,        0.00,        0.00,        0.38,        0.00,        0.00
wk03.h082,        2.28,        1.72,        0.25,        0.00,        0.00,        0.40,        0.00,        0.00
wk03.h083,        2.18,        1.72,        0.15,        0.00,        0.00,        0.64,        0.00,        0.00
wk03.h084,        2.16,        1.72,        0.15,        0.00,        0.00,        0.69,        0.00,        0.00
wk03.h085,        2.42,        1.72,        0.15,        0.00,        0.00,        0.42,        0.00,        0.00
wk03.h086,        2.39,        1.72,        0.00,        0.00,        0.00,        0.61,        0.00,        0.00
wk03.h087,        2.65,        1.72,        0.00,        0.00,        0.00,        0.39,        0.00,        0.00
wk03.h088,        2.44,        1.72,        0.00,        0.00,        0.00,        0.61,        0.00,        0.00
wk03.h089,        2.14,        1.72,        0.00,        0.00,        0.00,        0.99,        0.00,        0.00
wk03.h090,        1.92,        1.72,        0.29,        0.00,        0.00,        0.95,        0.00,        0.00
wk03.h091,        1.99,        1.72,        0.29,        0.00,        0.00,        0.88,        0.00,        0.00
wk03.h092,        1.45,        1.72,        0.46,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h093,        1.04,        1.72,        0.96,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h094,        1.33,        1.72,        0.80,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h095,        1.48,        1.72,        0.36,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h096,        2.54,        1.37,        0.00,        0.00,        0.00,        0.39,        0.00,        0.00
wk03.h097,        2.65,        0.86,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk03.h098,        2.35,        0.89,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk03.h099,        1.52,        1.41,        0.00,        0.00,        0.00,        0.53,        0.00,        0.00
wk03.h100,        1.21,        1.72,        0.00,        0.00,        0.00,        0.46,        0.00,        0.00
wk03.h101,        1.24,        1.72,        0.00,        0.00,        0.00,        0.44,        0.00,        0.00
wk03.h102,        0.93,        1.72,        0.00,        0.00,        0.00,        0.89,        0.00,        0.00
wk03.h103,        0.47,        1.72,        0.55,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h104,        0.17,        1.72,        1.43,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h105,        0.08,        1.72,        1.46,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h106,        0.01,        1.72,        1.56,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h107,        0.01,        1.72,        1.65,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h108,        0.08,        1.72,        1.67,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h109,        0.16,        1.72,        1.68,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h110,        0.69,        1.72,        1.24,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h111,        1.36,        1.72,        0.66,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h112,        1.60,        1.72,        0.51,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h113,        1.66,        1.72,        0.55,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h114,        1.14,        1.72,        1.12,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h115,        0.54,        1.72,        1.68,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h116,        0.21,        1.72,        1.89,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h117,        0.32,        1.72,        1.73,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h118,        0.74,        1.72,        1.39,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h119,        1.00,        1.72,        1.20,        0.00,        0.00,        0.80,        0.00,        0.00
wk03.h120,        1.30,        1.72,        0.36,        0.00,        0.00,        0.80,        0.00,        0.00
wk03.h121,        1.50,        1.72,        0.00,        0.00,        0.00,        0.56,        0.00,        0.00
wk03.h122,        1.63,        1.72,        0.00,        0.00,        0.00,        0.20,        0.00,        0.00
wk03.h123,        1.75,        1.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h124,        1.75,        1.63,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h125,        1.75,        1.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h126,        2.25,        1.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h127,        2.15,        1.66,        0.15,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h128,        2.36,        1.72,        0.44,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h129,        2.62,        1.69,        0.15,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h130,        2.61,        1.72,        0.17,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h131,        2.63,        1.68,        0.15,        0.00,        0.00,        0.12,        0.00,        0.00
wk03.h132,        2.87,        1.49,        0.15,        0.00,        0.00,        0.12,        0.00,        0.00
wk03.h133,        3.00,        1.53,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk03.h134,        2.94,        1.67,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk03.h135,        2.88,        1.72,        0.00,        0.00,        0.00,        0.25,        0.00,        0.00
wk03.h136,        2.72,        1.72,        0.00,        0.00,        0.00,        0.47,        0.00,        0.00
wk03.h137,        2.44,        1.72,        0.00,        0.00,        0.00,        0.79,        0.00,        0.00
wk03.h138,        2.52,        1.72,        0.15,        0.00,        0.00,        0.58,        0.00,        0.00
wk03.h139,        2.58,        1.72,        0.15,        0.00,        0.00,        0.47,        0.00,        0.00
wk03.h140,        2.59,        1.72,        0.15,        0.00,        0.00,        0.33,        0.00,        0.00
wk03.h141,        2.84,        1.72,        0.15,        0.00,        0.00,        0.21,        0.00,        0.00
wk03.h142,        2.84,        1.72,        0.15,        0.00,        0.00,        0.35,        0.00,        0.00
wk03.h143,        2.93,        1.69,        0.15,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h144,        3.00,        1.32,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h145,        2.57,        1.36,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h146,        2.58,        1.10,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h147,        2.57,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h148,        2.51,        1.01,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h149,        2.31,        1.18,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h150,        2.13,        1.47,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk03.h151,        2.23,        1.67,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk03.h152,        2.26,        1.72,        0.00,        0.00,        0.00,        0.60,        0.00,        0.00
wk03.h153,        2.11,        1.72,        0.00,        0.00,        0.00,        0.75,        0.00,        0.00
wk03.h154,        2.04,        1.72,        0.00,        0.00,        0.00,        0.80,        0.11,        0.00
wk03.h155,        1.88,        1.72,        0.00,        0.00,        0.00,        1.19,        0.00,        0.00
wk03.h156,        1.91,        1.72,        0.00,        0.00,        0.00,        1.19,        0.00,        0.00
wk03.h157,        2.18,        1.72,        0.00,        0.00,        0.00,        1.01,        0.00,        0.00
wk03.h158,        2.22,        1.72,        0.00,        0.00,        0.00,        1.02,        0.00,        0.00
wk03.h159,        2.53,        1.72,        0.00,        0.00,        0.00,        0.75,        0.00,        0.00
wk03.h160,        2.39,        1.72,        0.00,        0.00,        0.00,        0.93,        0.00,        0.00
wk03.h161,        2.34,        1.72,        0.00,        0.00,        0.00,        1.04,        0.00,        0.00
wk03.h162,        2.09,        1.72,        0.15,        0.00,        0.00,        1.15,        0.00,        0.00
wk03.h163,        2.08,        1.72,        0.29,        0.00,        0.00,        0.99,        0.00,        0.00
wk03.h164,        1.75,        1.72,        0.29,        0.00,        0.00,        1.17,        0.00,        0.00
wk03.h165,        1.19,        1.72,        0.89,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h166,        0.89,        1.72,        0.98,        0.00,        0.00,        1.20,        0.20,        0.00
wk03.h167,        1.14,        1.72,        0.67,        0.00,        0.00,        1.20,        0.00,        0.00
wk03.h168,        1.31,        1.72,        0.19,        0.00,        0.00,        1.20,        0.00,        0.00
wk04.h001,        1.92,        2.29,        0.34,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h002,        2.04,        2.29,        0.15,        0.00,        0.00,        1.26,        0.00,        0.00
wk04.h003,        2.15,        2.29,        0.15,        0.00,        0.00,        0.84,        0.00,        0.00
wk04.h004,        1.95,        2.29,        0.15,        0.00,        0.00,        0.84,        0.00,        0.00
wk04.h005,        1.65,        2.29,        0.15,        0.00,        0.00,        0.93,        0.00,        0.00
wk04.h006,        1.57,        2.29,        0.15,        0.00,        0.00,        0.97,        0.00,        0.00
wk04.h007,        1.53,        2.29,        0.15,        0.00,        0.00,        1.08,        0.00,        0.00
wk04.h008,        1.49,        2.29,        0.15,        0.00,        0.00,        1.14,        0.00,        0.00
wk04.h009,        1.30,        2.29,        0.15,        0.00,        0.00,        1.58,        0.00,        0.00
wk04.h010,        0.85,        2.29,        1.11,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h011,        0.81,        2.29,        1.80,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h012,        0.36,        2.29,        2.88,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h013,        0.23,        2.29,        3.43,        0.00,        0.00,        1.60,        0.12,        0.00
wk04.h014,        0.25,        2.29,        3.43,        0.00,        0.00,        1.60,        0.54,        0.00
wk04.h015,        0.20,        2.29,        3.43,        0.00,        0.00,        1.60,        0.86,        0.00
wk04.h016,        0.25,        2.29,        3.43,        0.00,        0.00,        1.60,        1.00,        0.00
wk04.h017,        0.32,        2.29,        3.43,        0.03,        0.00,        1.60,        1.03,        0.00
wk04.h018,        0.33,        2.29,        3.43,        0.03,        0.00,        1.60,        1.04,        0.00
wk04.h019,        0.49,        2.29,        3.43,        0.00,        0.00,        1.60,        0.76,        0.00
wk04.h020,        0.55,        2.29,        3.43,        0.00,        0.00,        1.60,        0.35,        0.00
wk04.h021,        0.72,        2.29,        3.23,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h022,        1.04,        2.29,        2.81,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h023,        1.37,        2.29,        1.95,        0.00,        0.00,        1.60,        0.05,        0.00
wk04.h024,        1.69,        2.29,        1.14,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h025,        1.82,        2.29,        0.52,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h026,        1.86,        2.29,        0.29,        0.00,        0.00,        1.34,        0.00,        0.00
wk04.h027,        1.83,        2.29,        0.29,        0.00,        0.00,        1.03,        0.00,        0.00
wk04.h028,        1.44,        2.29,        0.29,        0.00,        0.00,        1.21,        0.00,        0.00
wk04.h029,        1.21,        2.29,        0.29,        0.00,        0.00,        1.25,        0.00,        0.00
wk04.h030,        1.01,        2.29,        0.29,        0.00,        0.00,        1.36,        0.00,        0.00
wk04.h031,        0.87,        2.29,        0.29,        0.00,        0.00,        1.49,        0.00,        0.00
wk04.h032,        0.64,        2.29,        0.36,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h033,        0.42,        2.29,        0.79,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h034,        0.17,        2.29,        1.47,        0.00,        0.00,        1.60,        0.18,        0.00
wk04.h035,        0.26,        2.29,        2.19,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h036,        0.17,        2.29,        2.92,        0.03,        0.00,        1.60,        0.00,        0.00
wk04.h037,        0.11,        2.29,        3.43,        0.00,        0.00,        1.60,        0.15,        0.00
wk04.h038,        0.13,        2.29,        3.43,        0.00,        0.00,        1.60,        0.59,        0.00
wk04.h039,        0.18,        2.29,        3.43,        0.00,        0.00,        1.60,        0.88,        0.00
wk04.h040,        0.20,        2.29,        3.43,        0.05,        0.00,        1.60,        1.05,        0.00
wk04.h041,        0.19,        2.29,        3.43,        0.13,        0.00,        1.60,        1.05,        0.00
wk04.h042,        0.21,        2.29,        3.43,        0.11,        0.00,        1.60,        1.05,        0.00
wk04.h043,        0.24,        2.29,        3.43,        0.00,        0.00,        1.60,        1.01,        0.00
wk04.h044,        0.27,        2.29,        3.43,        0.00,        0.00,        1.60,        0.74,        0.00
wk04.h045,        0.29,        2.29,        3.43,        0.00,        0.00,        1.60,        0.36,        0.00
wk04.h046,        0.48,        2.29,        3.43,        0.00,        0.00,        1.60,        0.06,        0.00
wk04.h047,        0.73,        2.29,        2.75,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h048,        0.83,        2.29,        2.02,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h049,        0.82,        2.29,        1.46,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h050,        0.83,        2.29,        1.03,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h051,        0.91,        2.29,        0.88,        0.00,        0.00,        1.38,        0.00,        0.00
wk04.h052,        0.89,        2.29,        0.88,        0.00,        0.00,        1.23,        0.00,        0.00
wk04.h053,        0.66,        2.29,        0.88,        0.00,        0.00,        1.38,        0.00,        0.00
wk04.h054,        0.34,        2.29,        1.01,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h055,        0.20,        2.29,        1.43,        0.00,        0.00,        1.60,        0.00,        0.00
