, wind, old_coal_sub_st, old_ng_cc, old_ng_gt, new_coal_st, new_ng_cc, new_ng_gt_aero, new_nuke_st
wk04.h056,        0.11,        2.29,        1.74,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h057,        0.04,        2.29,        2.00,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h058,        0.00,        2.29,        2.55,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h059,        0.00,        2.29,        3.16,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h060,        0.00,        2.29,        3.43,        0.00,        0.00,        1.60,        0.45,        0.00
wk04.h061,        0.03,        2.29,        3.43,        0.00,        0.00,        1.60,        0.99,        0.00
wk04.h062,        0.07,        2.29,        3.43,        0.37,        0.00,        1.60,        1.05,        0.00
wk04.h063,        0.11,        2.29,        3.43,        0.65,        0.00,        1.60,        1.05,        0.00
wk04.h064,        0.11,        2.29,        3.43,        0.81,        0.00,        1.60,        1.05,        0.00
wk04.h065,        0.16,        2.29,        3.43,        0.77,        0.00,        1.60,        1.05,        0.00
wk04.h066,        0.21,        2.29,        3.43,        0.63,        0.00,        1.60,        1.05,        0.00
wk04.h067,        0.21,        2.29,        3.43,        0.48,        0.00,        1.60,        1.05,        0.00
wk04.h068,        0.21,        2.29,        3.43,        0.17,        0.00,        1.60,        1.05,        0.00
wk04.h069,        0.22,        2.29,        3.43,        0.00,        0.00,        1.60,        0.84,        0.00
wk04.h070,        0.31,        2.29,        3.43,        0.00,        0.00,        1.60,        0.57,        0.00
wk04.h071,        0.48,        2.29,        3.25,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h072,        0.63,        2.29,        2.47,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h073,        0.63,        2.29,        1.78,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h074,        0.53,        2.29,        1.46,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h075,        0.51,        2.29,        1.14,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h076,        0.51,        2.29,        1.03,        0.00,        0.00,        1.51,        0.00,        0.00
wk04.h077,        0.40,        2.29,        1.03,        0.00,        0.00,        1.52,        0.00,        0.00
wk04.h078,        0.31,        2.29,        1.09,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h079,        0.26,        2.29,        1.34,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h080,        0.17,        2.29,        1.62,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h081,        0.04,        2.29,        1.93,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h082,        0.00,        2.29,        2.43,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h083,        0.00,        2.29,        3.01,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h084,        0.00,        2.29,        3.43,        0.00,        0.00,        1.60,        0.24,        0.00
wk04.h085,        0.05,        2.29,        3.43,        0.00,        0.00,        1.60,        0.72,        0.00
wk04.h086,        0.11,        2.29,        3.43,        0.06,        0.00,        1.60,        1.05,        0.00
wk04.h087,        0.20,        2.29,        3.43,        0.32,        0.00,        1.60,        1.05,        0.00
wk04.h088,        0.31,        2.29,        3.43,        0.43,        0.00,        1.60,        1.05,        0.00
wk04.h089,        0.51,        2.29,        3.43,        0.33,        0.00,        1.60,        1.05,        0.00
wk04.h090,        0.63,        2.29,        3.43,        0.19,        0.00,        1.60,        1.05,        0.00
wk04.h091,        0.63,        2.29,        3.43,        0.06,        0.00,        1.60,        1.05,        0.00
wk04.h092,        0.55,        2.29,        3.43,        0.00,        0.00,        1.60,        0.87,        0.00
wk04.h093,        0.42,        2.29,        3.43,        0.00,        0.00,        1.60,        0.63,        0.00
wk04.h094,        0.65,        2.29,        3.43,        0.00,        0.00,        1.60,        0.27,        0.00
wk04.h095,        0.77,        2.29,        3.06,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h096,        0.95,        2.29,        2.28,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h097,        1.14,        2.29,        1.38,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h098,        1.03,        2.29,        1.04,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h099,        0.94,        2.29,        0.88,        0.00,        0.00,        1.55,        0.00,        0.00
wk04.h100,        0.89,        2.29,        0.88,        0.00,        0.00,        1.39,        0.00,        0.00
wk04.h101,        0.82,        2.29,        0.88,        0.00,        0.00,        1.33,        0.00,        0.00
wk04.h102,        0.61,        2.29,        0.88,        0.00,        0.00,        1.54,        0.00,        0.00
wk04.h103,        0.35,        2.29,        1.33,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h104,        0.24,        2.29,        1.69,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h105,        0.13,        2.29,        1.95,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h106,        0.05,        2.29,        2.44,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h107,        0.04,        2.29,        2.94,        0.00,        0.00,        1.60,        0.05,        0.00
wk04.h108,        0.04,        2.29,        3.43,        0.00,        0.00,        1.60,        0.14,        0.00
wk04.h109,        0.07,        2.29,        3.43,        0.00,        0.00,        1.60,        0.66,        0.00
wk04.h110,        0.06,        2.29,        3.43,        0.00,        0.00,        1.60,        1.05,        0.00
wk04.h111,        0.09,        2.29,        3.43,        0.20,        0.00,        1.60,        1.05,        0.00
wk04.h112,        0.09,        2.29,        3.43,        0.31,        0.00,        1.60,        1.05,        0.00
wk04.h113,        0.09,        2.29,        3.43,        0.39,        0.00,        1.60,        1.05,        0.00
wk04.h114,        0.16,        2.29,        3.43,        0.22,        0.00,        1.60,        1.05,        0.00
wk04.h115,        0.18,        2.29,        3.43,        0.00,        0.00,        1.60,        1.00,        0.00
wk04.h116,        0.20,        2.29,        3.43,        0.00,        0.00,        1.60,        0.67,        0.00
wk04.h117,        0.25,        2.29,        3.43,        0.00,        0.00,        1.60,        0.35,        0.00
wk04.h118,        0.53,        2.29,        3.39,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h119,        0.76,        2.29,        2.71,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h120,        0.82,        2.29,        2.01,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h121,        1.11,        2.29,        1.15,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h122,        1.16,        2.29,        0.73,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h123,        0.98,        2.29,        0.73,        0.00,        0.00,        1.49,        0.00,        0.00
wk04.h124,        0.77,        2.29,        0.73,        0.00,        0.00,        1.49,        0.00,        0.00
wk04.h125,        0.57,        2.29,        0.76,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h126,        0.46,        2.29,        0.91,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h127,        0.45,        2.29,        1.19,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h128,        0.37,        2.29,        1.50,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h129,        0.24,        2.29,        1.74,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h130,        0.12,        2.29,        2.11,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h131,        0.01,        2.29,        2.59,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h132,        0.04,        2.29,        2.90,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h133,        0.11,        2.29,        3.06,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h134,        0.18,        2.29,        3.16,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h135,        0.19,        2.29,        3.36,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h136,        0.14,        2.29,        3.43,        0.00,        0.00,        1.60,        0.11,        0.00
wk04.h137,        0.14,        2.29,        3.43,        0.00,        0.00,        1.60,        0.25,        0.00
wk04.h138,        0.19,        2.29,        3.43,        0.00,        0.00,        1.60,        0.18,        0.00
wk04.h139,        0.26,        2.29,        3.43,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h140,        0.40,        2.29,        3.03,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h141,        0.55,        2.29,        2.73,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h142,        0.50,        2.29,        2.66,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h143,        0.65,        2.29,        2.15,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h144,        0.94,        2.29,        1.34,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h145,        0.71,        2.29,        1.10,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h146,        0.65,        2.29,        0.86,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h147,        0.28,        2.29,        1.03,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h148,        0.24,        2.29,        0.92,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h149,        0.46,        2.29,        0.63,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h150,        0.53,        2.29,        0.66,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h151,        0.49,        2.29,        1.01,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h152,        0.58,        2.29,        1.22,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h153,        0.66,        2.29,        1.30,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h154,        0.90,        2.29,        1.40,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h155,        1.00,        2.29,        1.68,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h156,        1.12,        2.29,        1.97,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h157,        1.29,        2.29,        2.20,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h158,        1.36,        2.29,        2.45,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h159,        1.05,        2.29,        3.10,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h160,        1.23,        2.29,        3.04,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h161,        0.50,        2.29,        3.43,        0.00,        0.00,        1.60,        0.26,        0.00
wk04.h162,        0.53,        2.29,        3.42,        0.00,        0.00,        1.60,        0.05,        0.00
wk04.h163,        0.45,        2.29,        3.31,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h164,        0.65,        2.29,        2.70,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h165,        0.69,        2.29,        2.38,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h166,        0.79,        2.29,        2.17,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h167,        0.73,        2.29,        1.95,        0.00,        0.00,        1.60,        0.00,        0.00
wk04.h168,        1.13,        2.29,        0.98,        0.00,        0.00,        1.60,        0.13,        0.00
wk05.h001,        1.83,        2.29,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00
wk05.h002,        1.75,        2.29,        0.00,        0.00,        0.00,        0.70,        0.00,        0.00
wk05.h003,        1.58,        2.29,        0.00,        0.00,        0.00,        0.61,        0.00,        0.00
wk05.h004,        1.50,        2.29,        0.00,        0.00,        0.00,        0.53,        0.00,        0.00
wk05.h005,        1.21,        2.29,        0.00,        0.00,        0.00,        0.69,        0.00,        0.00
wk05.h006,        1.07,        2.29,        0.00,        0.00,        0.00,        0.80,        0.00,        0.00
wk05.h007,        1.03,        2.29,        0.00,        0.00,        0.00,        0.91,        0.00,        0.00
wk05.h008,        0.84,        2.29,        0.00,        0.00,        0.00,        1.23,        0.00,        0.00
wk05.h009,        0.82,        2.29,        0.00,        0.00,        0.00,        1.38,        0.00,        0.00
wk05.h010,        0.55,        2.29,        0.48,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h011,        0.38,        2.29,        1.16,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h012,        0.10,        2.29,        1.93,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h013,        0.07,        2.29,        2.42,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h014,        0.18,        2.29,        2.71,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h015,        0.32,        2.29,        2.87,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h016,        0.35,        2.29,        3.06,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h017,        0.37,        2.29,        3.14,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h018,        0.42,        2.29,        3.05,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h019,        0.59,        2.29,        2.66,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h020,        0.72,        2.29,        2.12,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h021,        0.85,        2.29,        1.89,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h022,        1.23,        2.29,        1.19,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h023,        1.51,        2.29,        0.49,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h024,        1.60,        2.29,        0.00,        0.00,        0.00,        1.54,        0.00,        0.00
wk05.h025,        1.64,        2.29,        0.00,        0.00,        0.00,        1.05,        0.00,        0.00
wk05.h026,        1.61,        2.29,        0.00,        0.00,        0.00,        0.74,        0.00,        0.00
wk05.h027,        1.52,        2.29,        0.00,        0.00,        0.00,        0.61,        0.00,        0.00
wk05.h028,        1.42,        2.29,        0.00,        0.00,        0.00,        0.53,        0.00,        0.00
wk05.h029,        1.37,        2.26,        0.00,        0.00,        0.00,        0.48,        0.00,        0.00
wk05.h030,        1.08,        2.29,        0.00,        0.00,        0.00,        0.74,        0.00,        0.00
wk05.h031,        1.06,        2.29,        0.00,        0.00,        0.00,        0.77,        0.00,        0.00
wk05.h032,        1.06,        2.29,        0.00,        0.00,        0.00,        0.84,        0.00,        0.00
wk05.h033,        0.96,        2.29,        0.00,        0.00,        0.00,        1.03,        0.00,        0.00
wk05.h034,        0.91,        2.29,        0.00,        0.00,        0.00,        1.44,        0.00,        0.00
wk05.h035,        0.95,        2.29,        0.21,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h036,        0.88,        2.29,        0.69,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h037,        0.81,        2.29,        1.18,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h038,        0.95,        2.29,        1.43,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h039,        1.06,        2.29,        1.61,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h040,        1.23,        2.29,        1.65,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h041,        1.24,        2.29,        1.81,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h042,        1.45,        2.29,        1.64,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h043,        1.47,        2.29,        1.52,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h044,        1.31,        2.29,        1.44,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h045,        1.58,        2.29,        1.21,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h046,        2.07,        2.29,        0.46,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h047,        2.34,        2.29,        0.54,        0.00,        0.00,        0.80,        0.00,        0.00
wk05.h048,        2.60,        2.29,        0.00,        0.00,        0.00,        0.56,        0.00,        0.00
wk05.h049,        2.60,        2.09,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk05.h050,        2.61,        1.77,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk05.h051,        2.57,        1.61,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk05.h052,        2.49,        1.58,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk05.h053,        2.12,        1.90,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk05.h054,        1.75,        2.29,        0.00,        0.00,        0.00,        0.32,        0.00,        0.00
wk05.h055,        1.71,        2.29,        0.00,        0.00,        0.00,        0.74,        0.00,        0.00
wk05.h056,        1.73,        2.29,        0.45,        0.00,        0.00,        0.80,        0.00,        0.00
wk05.h057,        1.85,        2.29,        0.26,        0.00,        0.00,        0.80,        0.00,        0.00
wk05.h058,        1.41,        2.29,        0.99,        0.00,        0.00,        0.80,        0.00,        0.00
wk05.h059,        1.28,        2.29,        0.69,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h060,        1.07,        2.29,        1.29,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h061,        0.71,        2.29,        2.06,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h062,        0.42,        2.29,        2.71,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h063,        0.37,        2.29,        3.06,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h064,        0.35,        2.29,        3.29,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h065,        0.25,        2.29,        3.43,        0.00,        0.00,        1.60,        0.14,        0.00
wk05.h066,        0.32,        2.29,        3.43,        0.00,        0.00,        1.60,        0.07,        0.00
wk05.h067,        0.42,        2.29,        3.22,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h068,        0.40,        2.29,        2.92,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h069,        0.71,        2.29,        2.58,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h070,        1.05,        2.29,        1.90,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h071,        1.60,        2.29,        0.82,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h072,        1.86,        2.29,        0.00,        0.00,        0.00,        1.51,        0.00,        0.00
wk05.h073,        1.94,        2.29,        0.00,        0.00,        0.00,        0.91,        0.00,        0.00
wk05.h074,        1.76,        2.29,        0.00,        0.00,        0.00,        0.75,        0.00,        0.00
wk05.h075,        1.76,        2.29,        0.00,        0.00,        0.00,        0.53,        0.00,        0.00
wk05.h076,        1.76,        2.22,        0.00,        0.00,        0.00,        0.48,        0.00,        0.00
wk05.h077,        1.73,        2.17,        0.00,        0.00,        0.00,        0.48,        0.00,        0.00
wk05.h078,        1.58,        2.29,        0.00,        0.00,        0.00,        0.61,        0.00,        0.00
wk05.h079,        1.45,        2.29,        0.00,        0.00,        0.00,        1.12,        0.00,        0.00
wk05.h080,        1.39,        2.29,        0.15,        0.00,        0.00,        1.55,        0.00,        0.00
wk05.h081,        1.23,        2.29,        0.18,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h082,        0.91,        2.29,        0.73,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h083,        0.90,        2.29,        1.14,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h084,        0.49,        2.29,        1.99,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h085,        0.13,        2.29,        2.68,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h086,        0.00,        2.29,        3.16,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h087,        0.00,        2.29,        3.43,        0.00,        0.00,        1.60,        0.09,        0.00
wk05.h088,        0.10,        2.29,        3.43,        0.00,        0.00,        1.60,        0.23,        0.00
wk05.h089,        0.12,        2.29,        3.43,        0.00,        0.00,        1.60,        0.43,        0.00
wk05.h090,        0.92,        2.29,        3.09,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h091,        0.32,        2.29,        3.43,        0.00,        0.00,        1.60,        0.09,        0.00
wk05.h092,        0.30,        2.29,        3.18,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h093,        0.28,        2.29,        3.16,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h094,        0.24,        2.29,        2.90,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h095,        0.31,        2.29,        2.29,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h096,        0.24,        2.29,        1.76,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h097,        0.27,        2.29,        1.21,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h098,        0.27,        2.29,        0.87,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h099,        0.16,        2.29,        0.76,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h100,        0.13,        2.29,        0.65,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h101,        0.11,        2.29,        0.59,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h102,        0.14,        2.29,        0.65,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h103,        0.09,        2.29,        1.09,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h104,        0.05,        2.29,        1.65,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h105,        0.04,        2.29,        1.57,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h106,        0.03,        2.29,        1.82,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h107,        0.03,        2.29,        2.17,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h108,        0.03,        2.29,        2.57,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h109,        0.03,        2.29,        2.98,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h110,        0.02,        2.29,        3.37,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h111,        0.02,        2.29,        3.43,        0.00,        0.00,        1.60,        0.22,        0.00
wk05.h112,        0.03,        2.29,        3.43,        0.00,        0.00,        1.60,        0.42,        0.00
wk05.h113,        0.04,        2.29,        3.43,        0.00,        0.00,        1.60,        0.60,        0.00
wk05.h114,        0.08,        2.29,        3.43,        0.00,        0.00,        1.60,        0.58,        0.00
wk05.h115,        0.12,        2.29,        3.43,        0.00,        0.00,        1.60,        0.36,        0.00
wk05.h116,        0.18,        2.29,        3.36,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h117,        0.30,        2.29,        3.19,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h118,        0.78,        2.29,        2.33,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h119,        0.74,        2.29,        1.85,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h120,        2.03,        2.29,        0.29,        0.00,        0.00,        1.22,        0.00,        0.00
wk05.h121,        1.35,        2.29,        0.29,        0.00,        0.00,        1.38,        0.00,        0.00
wk05.h122,        0.95,        2.29,        0.29,        0.00,        0.00,        1.44,        0.00,        0.00
wk05.h123,        1.07,        2.29,        0.29,        0.00,        0.00,        1.08,        0.00,        0.00
wk05.h124,        0.87,        2.29,        0.29,        0.00,        0.00,        1.12,        0.00,        0.00
wk05.h125,        0.92,        2.29,        0.29,        0.00,        0.00,        1.03,        0.00,        0.00
wk05.h126,        1.19,        2.29,        0.29,        0.00,        0.00,        0.84,        0.00,        0.00
wk05.h127,        1.34,        2.29,        0.29,        0.00,        0.00,        1.07,        0.00,        0.00
wk05.h128,        1.14,        2.29,        0.50,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h129,        0.61,        2.29,        0.96,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h130,        0.48,        2.29,        1.36,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h131,        0.30,        2.29,        1.91,        0.00,        0.00,        1.60,        0.05,        0.00
wk05.h132,        0.40,        2.29,        2.29,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h133,        0.11,        2.29,        3.04,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h134,        0.02,        2.29,        3.43,        0.00,        0.00,        1.60,        0.15,        0.00
wk05.h135,        0.00,        2.29,        3.43,        0.00,        0.00,        1.60,        0.51,        0.00
wk05.h136,        0.02,        2.29,        3.43,        0.00,        0.00,        1.60,        0.73,        0.00
wk05.h137,        0.07,        2.29,        3.43,        0.00,        0.00,        1.60,        0.74,        0.00
wk05.h138,        0.16,        2.29,        3.43,        0.00,        0.00,        1.60,        0.59,        0.00
wk05.h139,        0.39,        2.29,        3.43,        0.00,        0.00,        1.60,        0.13,        0.00
wk05.h140,        0.76,        2.29,        2.77,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h141,        0.81,        2.29,        2.68,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h142,        0.68,        2.29,        2.43,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h143,        0.92,        2.29,        1.68,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h144,        0.91,        2.29,        1.05,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h145,        0.64,        2.29,        0.78,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h146,        1.25,        2.29,        0.15,        0.00,        0.00,        1.24,        0.00,        0.00
wk05.h147,        1.29,        2.29,        0.15,        0.00,        0.00,        0.97,        0.00,        0.00
wk05.h148,        1.22,        2.29,        0.15,        0.00,        0.00,        0.91,        0.00,        0.00
wk05.h149,        1.27,        2.29,        0.15,        0.00,        0.00,        0.76,        0.00,        0.00
wk05.h150,        1.30,        2.29,        0.15,        0.00,        0.00,        0.81,        0.00,        0.00
wk05.h151,        1.21,        2.29,        0.15,        0.00,        0.00,        1.28,        0.00,        0.00
wk05.h152,        1.07,        2.29,        0.45,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h153,        0.88,        2.29,        0.55,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h154,        0.60,        2.29,        1.06,        0.00,        0.00,        1.60,        0.05,        0.00
wk05.h155,        0.54,        2.29,        1.56,        0.00,        0.00,        1.60,        0.05,        0.00
wk05.h156,        0.66,        2.29,        1.88,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h157,        0.95,        2.29,        1.92,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h158,        1.20,        2.29,        2.04,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h159,        1.21,        2.29,        2.33,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h160,        1.42,        2.29,        2.27,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h161,        1.60,        2.29,        2.19,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h162,        1.63,        2.29,        2.10,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h163,        1.79,        2.29,        1.65,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h164,        1.59,        2.29,        1.41,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h165,        1.59,        2.29,        1.29,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h166,        2.08,        2.29,        0.46,        0.00,        0.00,        1.60,        0.00,        0.00
wk05.h167,        2.42,        2.29,        0.00,        0.00,        0.00,        1.34,        0.00,        0.00
wk05.h168,        2.55,        2.29,        0.00,        0.00,        0.00,        0.78,        0.00,        0.00
